Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HMTA,HomeTown Bankshares Corporation,10.9,62905807.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hmta
HTBI,"HomeTrust Bancshares, Inc.",26.45,501721453.8,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
HOFT,Hooker Furniture Corporation,46.4,545775777.6,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hoft
HOPE,"Hope Bancorp, Inc.",18.19,2462011862,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hope
HFBC,"HopFed Bancorp, Inc.",14.1,94310303.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hfbc
HBNC,Horizon Bancorp (IN),27.1,689994373.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbnc
HZNP,Horizon Pharma plc,14.17,2314729978,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hznp
HRZN,Horizon Technology Finance Corporation,10.94,125993562.3,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/hrzn
DAX,Horizons DAX Germany ETF,31.78,19068000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,Horizons NASDAQ-100 Covered Call ETF,24.4,19520000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
HDP,"Hortonworks, Inc.",18.33,1230016870,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hdp
HPT,Hospitality Properties Trust,28.73,4719841971,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hpt
TWNK,"Hostess Brands, Inc.",11.8,1538613328,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnk
TWNKW,"Hostess Brands, Inc.",1.4,0,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnkw
HMHC,Houghton Mifflin Harcourt Company,9.7,1196393451,n/a,2013,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,5.45,89855970.3,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,7.1,35500000,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",21.2,208014230.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
HSNI,"HSN, Inc.",37.2,1948821250,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
HTGM,"HTG Molecular Diagnostics, Inc.",2.43,27819716.49,n/a,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/htgm
HUBG,"Hub Group, Inc.",44.3,1511238726,n/a,1996,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
HSON,"Hudson Global, Inc.",1.48,46458415.08,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
HDSN,"Hudson Technologies, Inc.",6.065,252532535.3,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
HUNT,Hunter Maritime Acquisition Corp.,9.82,42348750,n/a,2017,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hunt
HUNTU,Hunter Maritime Acquisition Corp.,10.05,0,n/a,2016,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/huntu
HUNTW,Hunter Maritime Acquisition Corp.,0.62,0,n/a,2017,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/huntw
HBAN,Huntington Bancshares Incorporated,13.79,14906249684,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hban
HBANN,Huntington Bancshares Incorporated,25.72,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbann
HBANO,Huntington Bancshares Incorporated,27.63,22012519198,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbano
HBANP,Huntington Bancshares Incorporated,1425,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
HURC,"Hurco Companies, Inc.",45.35,300407334,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,39.15,865499111.6,n/a,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
HCM,Hutchison China MediTech Limited,29.57,328600883.1,11112644,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
HBP,"Huttig Building Products, Inc.",6.46,167183585.5,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hbp
HVBC,"HV Bancorp, Inc.",14.97,32666411.25,n/a,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/hvbc
HYGS,Hydrogenics Corporation,10.45,159183846.8,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs
IDSY,"I.D. Systems, Inc.",7.43,129069635.7,n/a,1999,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy
IAC,IAC/InterActiveCorp,129.15,10300258934,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac
IAM,I-AM Capital Acquisition Company,9.82,66908570,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/iam
IAMXR,I-AM Capital Acquisition Company,0.28,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/iamxr
IAMXW,I-AM Capital Acquisition Company,0.28,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/iamxw
IBKC,IBERIABANK Corporation,74.15,3994034138,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
IBKCO,IBERIABANK Corporation,27.9,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,27.8,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp
ICAD,icad inc.,4.39,72179826.86,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,57.6181,9495920656,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/iep
ICCH,"ICC Holdings, Inc.",16.75,52907890,n/a,2017,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/icch
ICFI,"ICF International, Inc.",50.9,953601269.1,n/a,2006,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi
ICHR,Ichor Holdings,29.76,747447755.5,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/ichr
ICLR,ICON plc,123.1,6666135820,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",1.615,92181199.33,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",190.9,3813724222,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,2.02,28273499.64,n/a,2013,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",3.11,43752325.92,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",1.74,260443824.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",155.49,13561637684,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
IESC,"IES Holdings, Inc.",18.3,392248495.2,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",19.401,76447855.61,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IFMK,iFresh Inc.,11.71,165907654.7,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ifmk
RXDX,"Ignyta, Inc.",15.675,881780117.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
INFO,IHS Markit Ltd.,43.48,17343880901,n/a,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,41.5,2608861561,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",14.17,655829996.6,46282992,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,8,15936424,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILG,"ILG, Inc",30.45,3803626184,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ilg
ILMN,"Illumina, Inc.",213.93,31233780000,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",3.3,17055657.3,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,7.58,221807332,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,8.65,43668573.5,n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,4.175,106962381.1,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,0.8618,9113945.217,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
IMGN,"ImmunoGen, Inc.",5.66,729548926.2,n/a,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",11.22,1697418250,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IMRN,Immuron Limited,5.5,2360281,429142,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,1.4,0,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrnw
IPXL,"Impax Laboratories, Inc.",18.55,1375854836,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMPV,"Imperva, Inc.",42.6,1440512056,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
PI,"Impinj, Inc.",22.23,463718800.4,n/a,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pi
IMMY,"Imprimis Pharmaceuticals, Inc.",1.57,31502701.55,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",58.375,6080986678,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
INCY,Incyte Corporation,105.08,22175800430,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,71.625,1965181571,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,22.7,484243595.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",64.575,1795629082,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
INDU,Industrea Acquisition Corp.,9.7307,279757625,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/indu
INDUU,Industrea Acquisition Corp.,10.0992,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induu
INDUW,Industrea Acquisition Corp.,0.4,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induw
IDSA,"Industrial Services of America, Inc.",1.63,13173322.59,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,7.93,1175263041,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",2.57,130272045.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,93.05,1027035560,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,"Information Services Group, Inc.",4.06,175731537.8,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,1.55,1047100.95,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",24.45,495351523.2,n/a,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",10.62,578844990.4,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.225,31699881.15,n/a,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",45.31,884858627.5,n/a,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,63,1520608509,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",3.3065,55493416.04,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",12.31,1346230759,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",101.17,2096890394,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,2.41,65094586.82,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",15.4,2245500611,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",5.76,519708522.2,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
INPX,Inpixon ,0.3751,3844020.674,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
INSG,Inseego Corp.,1.44,80920692,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",44.62,1596778816,n/a,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",1.7572,20795785.48,n/a,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",30.03,2297327012,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
INSE,"Inspired Entertainment, Inc.",11.15,249653484.1,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
IIIN,"Insteel Industries, Inc.",26.03,495638427.4,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,69.45,4032239081,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",5.11,371479866.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,8,208555608,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,48.065,3772018009,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",31.3,4176833039,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IMTE,Integrated Media Technology Limited,7.12,18822510.32,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/imte
INTC,Intel Corporation,46.34,2.16871E+11,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
NTLA,"Intellia Therapeutics, Inc.",21.95,792083661.2,n/a,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,0.94,32622244.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",43.95,1370005357,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",53.93,22268252371,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",65.07,1633251859,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",72.65,2521784954,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",22.775,1402027451,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",7.05,51722240.4,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.16,57489253.16,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,3.975,331133288.7,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,40.95,2705139760,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,38.5,1701280620,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,7.36,141335449,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",9.99,16653050.28,1666972,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",1.195,26485506.78,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",29.05,847952738.2,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",2.7,64630356.3,n/a,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
IVAC,"Intevac, Inc.",8.25,179704610.3,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,41.81,782663883.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,14.82,808480691.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,11.95,81857703.15,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,153.64,39174129155,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",384.25,43054380983,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
SNAK,"Inventure Foods, Inc.",3.985,79010595,n/a,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,23.375,203568457.1,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",13.77,4216049840,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,186.67,352294077.5,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,1.3499,46217935.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",8.9,151745596.3,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",54.16,6735050119,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IOVA,"Iovance Biotherapeutics, Inc.",7.85,561531608.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/iova
IPAS,iPass Inc.,0.546,36407877.32,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTYS,iPath US Treasury 10-year Bear ETN,17.07,49033899.33,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
DTUS,iPath US Treasury 2-year Bear ETN,33.0287,8539438.27,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTUL,iPath US Treasury 2-year Bull ETN,64.71,4480067.43,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVS,iPath US Treasury 5-year Bear ETN,28.292,1077925.2,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DFVL,iPath US Treasury 5-year Bull ETN,66.475,4826085,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
FLAT,iPath US Treasury Flattener ETN,61.28,3444671.36,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
DLBS,iPath US Treasury Long Bond Bear ETN,16.445,16585571.86,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
STPP,iPath US Treasury Steepener ETN,31.92,4427304,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
IPGP,IPG Photonics Corporation,213.86,11462762124,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
CSML,IQ Chaikin U.S. Small Cap ETF,27.36,261288027.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csml
IRMD,iRadimed Corporation,13.6,143915784.8,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",53.84,1223778193,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,8.74,101101365.9,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,10.425,1021346747,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,355.05,177525000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,67.4,1865108774,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",15.87,2374023834,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,56,41717200,744950,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,27.23,13615108.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.455,610505500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
CSJ,iShares 1-3 Year Credit Bond ETF,105.04,11969308000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csj
ISHG,iShares 1-3 Year International Treasury Bond ETF,82.282,78167900,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
SHY,iShares 1-3 Year Treasury Bond ETF,84.2,11367000000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shy
TLT,iShares 20+ Year Treasury Bond ETF,125.65,8280335000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
IEI,iShares 3-7 Year Treasury Bond ETF,123.11,7546643000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iei
IEF,iShares 7-10 Year Treasury Bond ETF,106.37,7488448000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ief
AIA,iShares Asia 50 ETF,65.4,529740000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,36.33,261576000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
ISTB,iShares Core 1-5 Year USD Bond ETF,50.08,1156848000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/istb
IXUS,iShares Core MSCI Total International Stock ETF,62.36,7857360000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
IUSG,iShares Core S&P U.S. Growth ETF,52.46,2914153000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusg
IUSV,iShares Core S&P U.S. Value ETF,53.1,2681550000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusv
IUSB,iShares Core Total USD Bond Market ETF,51.01,1265048000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusb
HEWG,iShares Currency Hedged MSCI Germany ETF,29.91,708867000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hewg
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.085,10034000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susb
SUSC,iShares ESG USD Corporate Bond ETF,25.43,10172000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susc
XT,iShares Exponential Technologies ETF,35.02,1483097000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xt
FALN,iShares Fallen Angels USD Bond ETF,27.77,15273500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,38.6404,38640400,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.42,603110000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,45.53,1762011000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,49.69,126709500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,51.65,10330000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
CIU,iShares Intermediate Credit Bond ETF,109.8,7675020000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciu
IGOV,iShares International Treasury Bond ETF,48.68,810522000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,115.42,11853634000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emb
MBB,iShares MBS ETF,106.86,11669112000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbb
